User,CI,CPRs,MPRs,Cts,Reviews
giarve,11,3,4,2,4
sergioM-S73,11,5,5,2,2
ArnauCForgeFlow,11,3,2,1,6
henrybackman,11,2,1,3,7
bguillot,11,(null),(null),2,10
hildickethan,11,(null),(null),3,9
Aldeigja,11,1,(null),1,9
Xino61122,10,7,2,3,4
adrip-s73,10,5,2,5,4
primes2h,10,1,2,9,4
rov-adhoc,10,3,1,6,5
odooNextev,10,1,3,4,4
Chionne27,10,(null),5,1,4
acsonefho,10,(null),(null),(null),10
fcvalgar,10,(null),(null),(null),10
micheledic,9,4,1,16,2
peluko00,9,1,4,11,1
qgroulard,9,5,1,3,4
RicardCForgeFlow,9,4,2,1,4
bealdav,9,2,(null),(null),8
cav-adhoc,9,2,2,3,4
CarlosRoca13,9,2,3,(null),5
WesleyOliveira98,9,1,1,(null),7
FranzPoize,8,13,3,2,(null)
baguenth,8,5,3,8,(null)
anusriNPS,8,4,2,4,2
arielbarreiros96,8,3,1,7,3
ntsirintanis,8,4,(null),3,4
JasminSForgeFlow,8,5,(null),(null),6
florian-dacosta,8,3,2,4,2
Kiplangatdan,8,4,1,1,4
BernatObrador,8,2,2,2,3
cgarcia-solvos,8,2,1,2,4
mourad-ehm,8,1,4,2,2
Camille0907,8,(null),(null),(null),8
GuillemCForgeFlow,8,(null),(null),1,7
fredericgrall,7,11,(null),2,2
xaviedoanhduy,7,3,1,4,2
astirpe,7,8,(null),3,2
cvinh,7,3,(null),5,3
IvanHRN,7,(null),(null),7,4
CasVissers-360ERP,7,(null),(null),6,5
Vicent-S73,7,5,3,3,(null)
nicolas-delbovier-acsone,7,6,1,1,3
rvanin-nehos,7,4,3,3,(null)
tishmen,7,(null),1,7,3
david-banon-tecnativa,7,2,3,3,1
ebauza,7,1,1,3,3
javierizaca,7,(null),(null),4,5
matiasperalta1,7,1,(null),2,5
mav-adhoc,7,1,1,2,4
yp-oerp,7,(null),(null),4,5
brian10048,7,2,2,2,2
ferran-S73,7,(null),(null),2,6
ljsalvatierra-factorlibre,7,1,1,2,4
amh-mw,7,(null),3,1,3
baimont,7,(null),1,1,5
miguel-S73,7,(null),(null),(null),7
monen17,7,(null),3,(null),4
mathieudelva,6,13,1,2,(null)
pcastelovigo,6,8,(null),9,(null)
fsmw,6,13,1,1,(null)
Nikul-OSI,6,3,(null),7,2
P-H-Phuc,6,10,(null),(null),3
Kev-Roche,6,1,1,1,3
nicolascol,6,(null),(null),6,4
DucTruongKomit,6,2,2,4,1
maisim,6,4,(null),(null),4
thibaultrey,6,1,1,2,3
DantePereyra,6,(null),1,3,3
renatonlima,6,2,4,1,(null)
ioans73,6,(null),(null),1,5
MaurizioPellegrinet,6,(null),(null),(null),6
Segui-S73,6,(null),(null),(null),6
ValentinVinagre,6,(null),2,(null),4
francesco-ooops,5,(null),(null),14,1
remi-filament,5,5,(null),6,(null)
drkpkg,5,2,(null),5,1
yvaucher,5,2,(null),4,2
mosab-moasherat,5,(null),(null),7,2
TumbaoJu,5,(null),(null),5,3
apik-mgu,5,(null),1,5,2
baptiste-n42,5,4,1,2,1
mihien,5,2,1,2,1
mymage,5,(null),(null),4,3
sebastienbeau,5,1,1,2,2
Hugo-Trentesaux,5,1,(null),2,3
hitesh-erpharbor,5,2,(null),(null),4
mpascuall,5,1,1,4,1
sabrinaRMartin,5,4,3,(null),(null)
tobiaszehntner,5,3,1,(null),2
ypapouin,5,(null),2,4,1
Honeyxilia,5,2,2,1,1
RabbitJon-S73,5,(null),1,2,3
apami0111,5,3,1,1,1
atchuthan,5,(null),(null),2,4
hoangtrann,5,2,(null),2,2
mmircoli-nexapp,5,(null),(null),2,4
nayatec,5,(null),(null),1,4
theangryangel,5,2,1,1,2
Hudson5577,5,1,2,(null),2
jans23,5,1,(null),1,3
tgaona-sbg,5,1,1,1,2
victor-champonnois,5,1,1,(null),3
sergiocorato,4,4,(null),3,(null)
chrisandrewmann,4,(null),(null),9,1
ByteMeAsap,4,2,(null),3,1
Ricardo-MC,4,2,1,1,1
jorge-luis-dev,4,2,1,2,(null)
mkoeck,4,2,(null),3,1
phfl0327,4,2,1,2,(null)
yanchirino,4,2,1,3,(null)
BT-pgaiser,4,1,(null),3,1
FrancoMaxime,4,2,(null),(null),3
MarinaAForgeFlow,4,1,(null),2,2
TheerayutEncoder,4,3,(null),(null),2
ajfebres,4,(null),(null),2,3
arnaudlayec,4,1,(null),1,2
javierjcf,4,1,2,1,(null)
moylop260,4,1,1,3,(null)
mt-software-de,4,(null),(null),(null),4
samirGuesmi,4,1,2,2,(null)
ArantxaSudon,4,(null),(null),(null),4
BlazejewskaA,4,(null),(null),(null),4
GeysonTrey,4,(null),(null),1,3
Quan-nhm,4,(null),(null),1,3
Raul-S73,4,(null),(null),(null),4
VBNext,4,(null),(null),1,3
alvaroGC-S73,4,1,1,(null),2
anajuaristi,4,(null),(null),(null),4
dzungtran89,4,(null),1,1,2
gurneyalex,4,(null),(null),1,3
mrcast,4,(null),(null),1,3
rolandojduartem,4,(null),(null),1,3
chaule97,3,5,(null),(null),1
CILC98,3,3,(null),2,(null)
LorenzoC0,3,4,(null),1,(null)
bjouini-acsone,3,3,(null),3,(null)
metaminux,3,2,(null),2,(null)
FREDDYGAMBOABEDOR,3,3,(null),1,(null)
Ricardoalso,3,2,(null),(null),2
patrickt-oforce,3,(null),(null),2,2
DiegoParadeda,3,2,2,(null),(null)
dnplkndll,3,(null),(null),4,1
emiliesoutiras,3,2,(null),(null),2
gabe-grinspan,3,(null),(null),4,1
hitrosol,3,1,(null),4,(null)
jdidderen,3,(null),1,1,1
lbarry-apsl,3,(null),(null),(null),3
matteonext,3,(null),1,2,1
maxhe2014,3,2,(null),2,(null)
quirino95,3,2,1,(null),1
ramzeta,3,3,(null),1,(null)
AndreuOForgeFlow,3,2,2,(null),(null)
FernandoRomera,3,1,(null),2,1
GabbasovDinar,3,2,(null),(null),2
GarethGloSystems,3,2,1,(null),1
InformatiqueProg,3,1,(null),2,1
RyanTranAVB,3,3,(null),1,(null)
aritzolea,3,1,(null),1,1
cesarportas,3,2,1,1,(null)
dalonsod,3,(null),1,2,1
gaikaz,3,(null),(null),2,2
kou510n,3,(null),(null),2,2
max3903,3,1,(null),2,1
mileo,3,(null),(null),2,2
mostafabarmshory,3,(null),(null),3,1
trisdoan,3,1,1,1,(null)
GSLabIt,3,1,(null),1,1
JulioFabio,3,1,(null),(null),2
MateuGForgeFlow,3,(null),(null),(null),3
MohamedOsman7,3,(null),(null),(null),3
Pani-k-folk,3,(null),2,1,(null)
SodexisTeam,3,1,1,1,(null)
Vang-NguyenPhu,3,(null),(null),1,2
deeniiz,3,1,1,1,(null)
enigmista91,3,(null),(null),1,2
geomer198,3,(null),(null),1,2
jqbeltran2,3,(null),1,(null),2
luistorresm,3,(null),(null),1,2
matt454357,3,(null),(null),1,2
nobuQuartile,3,(null),(null),(null),3
ozono,3,1,(null),(null),2
remytms,3,(null),(null),(null),3
rlemeur,3,(null),(null),(null),3
weinni2000,3,1,(null),1,1
JhonRomero26,2,(null),(null),6,(null)
Thinh240900,2,5,(null),(null),(null)
damdam-s,2,1,(null),2,(null)
diggy128,2,(null),(null),5,(null)
grindtildeath,2,(null),(null),3,(null)
norlinhenrik,2,5,(null),(null),(null)
wluyima,2,(null),(null),5,(null)
Abranes,2,2,1,(null),(null)
CrazyIFriT,2,(null),(null),4,(null)
Robrechtc,2,(null),(null),4,(null)
Vandan-Pandeji-SerpentCS,2,1,(null),2,(null)
Wodran14,2,3,(null),(null),(null)
angelmoya,2,1,(null),2,(null)
eikido18,2,(null),(null),4,(null)
feketemihai,2,(null),(null),3,(null)
florentx,2,1,(null),1,(null)
ivilata,2,(null),(null),4,(null)
jcadhoc,2,2,(null),1,(null)
jguenat,2,4,(null),(null),(null)
natuan9,2,2,(null),1,(null)
vdewulf,2,(null),(null),4,(null)
GuillermoD5,2,1,(null),2,(null)
JoanRibotAE,2,(null),1,2,(null)
MVillaescusaM,2,1,(null),2,(null)
OSevangelist,2,1,(null),2,(null)
PaulaMForgeFlow,2,2,(null),1,(null)
benwillig,2,1,(null),(null),1
chroma-fgobea,2,1,(null),1,(null)
ecino,2,1,(null),2,(null)
fd-oncodna,2,(null),1,2,(null)
imlopes,2,(null),(null),(null),2
isturiz,2,1,(null),1,(null)
ivancandelas,2,(null),(null),3,(null)
maciej-wichowski,2,(null),1,2,(null)
marioolofo,2,1,(null),1,(null)
michelerusti,2,1,(null),2,(null)
nguyenminhchien,2,3,(null),(null),(null)
paradoxxxzero,2,(null),1,(null),1
ramiadavid,2,(null),1,2,(null)
rlimaeco,2,1,1,(null),(null)
stananatanaela,2,1,1,(null),(null)
tendil,2,2,(null),(null),1
AnizR,2,(null),(null),1,1
Anushapadinharepurakkal,2,(null),1,1,(null)
BT-anieto,2,(null),(null),1,1
Bilbonet,2,(null),(null),(null),2
ChanGuaZzz,2,(null),1,1,(null)
ChristophAbenthungCibex,2,1,1,(null),(null)
Daemo00,2,(null),(null),(null),2
DemchukM,2,1,(null),(null),1
MiguelPoyatos,2,(null),(null),(null),2
PabloAntonioMartinez,2,(null),(null),(null),2
PieterPaulussen,2,1,(null),1,(null)
Qlasta,2,1,(null),(null),1
TadeuszKarpinski,2,(null),(null),(null),2
alejandrotrey,2,1,(null),1,(null)
anthonissen-a,2,1,(null),1,(null)
azubieta,2,1,(null),1,(null)
baf-adhoc,2,(null),(null),(null),2
carlossainznetkia,2,1,(null),(null),1
cubells,2,(null),(null),(null),2
danypr92,2,1,(null),1,(null)
desdelinux,2,(null),(null),1,1
dora-jurcevic,2,(null),1,1,(null)
fd-oerp,2,1,(null),1,(null)
innovara,2,1,1,(null),(null)
james-willdooit,2,(null),(null),1,1
jgrandguillaume,2,(null),(null),1,1
lav-adhoc,2,(null),(null),(null),2
lfreeke,2,(null),(null),(null),2
lk-eska,2,(null),(null),1,1
loida-vm,2,(null),(null),(null),2
lorenzoallegrucci,2,(null),(null),1,1
maq-adhoc,2,(null),1,(null),1
marionumza,2,1,(null),1,(null)
mcodes-o,2,(null),1,1,(null)
myrrkel,2,1,(null),1,(null)
nicomacr,2,1,(null),1,(null)
ofonseca-pyming,2,(null),(null),(null),2
quoc-pn,2,1,(null),1,(null)
sefirosweb,2,1,(null),1,(null)
thom2023,2,1,(null),1,(null)
feg-adhoc,1,(null),(null),2,(null)
matthieusaison,1,(null),1,(null),(null)
Lukwos,1,(null),(null),2,(null)
ant016,1,2,(null),(null),(null)
antonioburic,1,1,(null),(null),(null)
rebeca-martin,1,2,(null),(null),(null)
wouitmil,1,2,(null),(null),(null)
Alejandro-Domatix,1,2,(null),(null),(null)
DinhVanKhanh-HCMC,1,1,(null),(null),(null)
GuillermoNforgeflow,1,1,(null),(null),(null)
JayramJ-Serpentcs,1,1,(null),(null),(null)
ROBBYHOOD9,1,1,(null),(null),(null)
Tardo,1,1,(null),(null),(null)
XenoMannens,1,(null),(null),2,(null)
aaladro-kernet,1,(null),(null),2,(null)
alessandrocamilli,1,1,(null),(null),(null)
andyengit,1,2,(null),(null),(null)
ayushin,1,(null),(null),2,(null)
carmenbianca,1,(null),1,(null),(null)
crrodrigueztrujillo,1,2,(null),(null),(null)
dalonsofl,1,(null),(null),(null),1
dependabot[bot],1,(null),(null),1,(null)
dmitriypaulov,1,(null),1,(null),(null)
eantones,1,(null),(null),(null),1
eferriere,1,1,(null),(null),(null)
ellbristow,1,(null),(null),(null),1
felipemotter,1,(null),(null),(null),1
flachicasidoo,1,(null),(null),2,(null)
hannes386,1,2,(null),(null),(null)
hieulucky111,1,1,(null),(null),(null)
janikvonrotz,1,(null),(null),2,(null)
jasiel-osi,1,2,(null),(null),(null)
jaydeep32,1,2,(null),(null),(null)
jozephbrasil,1,1,(null),(null),(null)
kwoychesko,1,(null),(null),2,(null)
lbarnis4b,1,(null),(null),2,(null)
mb-ife,1,1,(null),(null),(null)
mdurepos,1,2,(null),(null),(null)
miikanissi,1,(null),1,(null),(null)
miquelalzanillas,1,(null),(null),2,(null)
moval-agroingenieria,1,(null),(null),2,(null)
oerp-odoo,1,(null),1,(null),(null)
omarsyscoon,1,(null),(null),2,(null)
pierre-halleux,1,1,(null),(null),(null)
realsaiko,1,(null),(null),1,(null)
smartobc-stephen,1,(null),(null),2,(null)
therbin200,1,2,(null),(null),(null)
thienvh332,1,(null),1,(null),(null)
vladignatov,1,1,(null),(null),(null)
yaracchi,1,2,(null),(null),(null)
yotsubasuzu,1,(null),(null),2,(null)
AEstLo,1,(null),(null),(null),1
ALopez-Adhoc,1,(null),(null),1,(null)
AdrianaSaiz,1,1,(null),(null),(null)
AntoniRomera,1,(null),(null),(null),1
BT-ojossen,1,(null),(null),(null),1
BT-rmartin,1,(null),(null),1,(null)
BT-ssteiner,1,(null),(null),(null),1
BT-tkarpinski,1,(null),(null),(null),1
BenjaHe,1,1,(null),(null),(null)
CedricAtanane,1,(null),(null),(null),1
DIOR27,1,1,(null),(null),(null)
DarioLodeiros,1,1,(null),(null),(null)
Darumait,1,1,(null),(null),(null)
Flavia0320,1,1,(null),(null),(null)
HAGolf,1,(null),(null),1,(null)
IJOL,1,1,(null),(null),(null)
IbrahimAljuhani,1,1,(null),(null),(null)
Jortolsa-S73,1,(null),(null),(null),1
KKamaa,1,(null),(null),(null),1
KirolosMFahem,1,(null),(null),1,(null)
LoxoLueiro,1,(null),(null),(null),1
LucasTran380381,1,(null),1,(null),(null)
MRomeera,1,(null),(null),(null),1
Marco-ooops,1,(null),(null),(null),1
MarwanBHL,1,1,(null),(null),(null)
MaxyMoos,1,(null),(null),1,(null)
Mcastillol14,1,1,(null),(null),(null)
OKT96,1,(null),(null),(null),1
OdyX,1,1,(null),(null),(null)
PaoloYam,1,(null),(null),(null),1
Patelangel1995,1,1,(null),(null),(null)
Paulius11,1,1,(null),(null),(null)
PrabhuAppalapuriSAMSA-IT,1,1,(null),(null),(null)
QuatschSalat,1,(null),(null),(null),1
Rohzen,1,1,(null),(null),(null)
SirAionTech,1,(null),1,(null),(null)
SupportSNDC,1,1,(null),(null),(null)
TB-Ph35,1,(null),(null),(null),1
Tatider,1,1,(null),(null),(null)
Tomero-Dev,1,1,(null),(null),(null)
UrzaBlock,1,(null),(null),1,(null)
UxioMenDev,1,(null),(null),1,(null)
Vandan-OSI,1,(null),1,(null),(null)
VecSec,1,(null),(null),1,(null)
Webbeh,1,1,(null),(null),(null)
YassineTal,1,1,(null),(null),(null)
acysos,1,(null),(null),1,(null)
adelghaedi,1,(null),1,(null),(null)
adnankkapasi,1,(null),(null),1,(null)
aisopuro,1,(null),(null),1,(null)
alexey-pelykh,1,(null),(null),(null),1
alfredoavanzosc,1,1,(null),(null),(null)
alvarosalinero,1,(null),(null),1,(null)
amjithtitus09,1,(null),(null),1,(null)
anothingguy,1,(null),1,(null),(null)
arpol-dev,1,1,(null),(null),(null)
atangaraj,1,(null),(null),(null),1
augusto-weiss,1,1,(null),(null),(null)
bartacruz,1,1,(null),(null),(null)
bencoronel,1,1,(null),(null),(null)
bjkumal,1,(null),(null),(null),1
ced-adhoc,1,(null),(null),(null),1
chrisb-c01,1,(null),1,(null),(null)
clementmbr,1,1,(null),(null),(null)
csnauwaert,1,(null),(null),(null),1
danielduqma,1,1,(null),(null),(null)
ddejong-therp,1,(null),1,(null),(null)
dessanhemrayev,1,(null),1,(null),(null)
dtec-landoo,1,(null),(null),1,(null)
em230418,1,(null),(null),1,(null)
enriquemartin,1,(null),(null),1,(null)
epieters,1,(null),(null),(null),1
evanomnisoft,1,1,(null),(null),(null)
faizanlodhi,1,1,(null),(null),(null)
fcayre,1,(null),(null),(null),1
fernandahf,1,(null),(null),1,(null)
florenciafrigieri2,1,(null),(null),1,(null)
gdgellatly,1,(null),1,(null),(null)
gjlong68,1,(null),(null),1,(null)
granjajeica,1,1,(null),(null),(null)
gva-acsone,1,(null),(null),(null),1
harry-ngn,1,(null),(null),(null),1
imbarbudiman,1,(null),1,(null),(null)
israelricardojimenezaviles-tech,1,(null),(null),(null),1
j4l13n,1,1,(null),(null),(null)
jaenbox,1,(null),(null),(null),1
jalfaro-spearhead,1,(null),(null),(null),1
jbuitrago-pyming,1,1,(null),(null),(null)
jesusVMayor,1,1,(null),(null),(null)
joel-oates,1,1,(null),(null),(null)
jorgeglez1990,1,(null),(null),(null),1
jusle,1,(null),(null),1,(null)
kevinkhao,1,1,(null),(null),(null)
kikopeiro,1,(null),(null),(null),1
kirca,1,1,(null),(null),(null)
kmontes198910,1,(null),(null),1,(null)
len-foss,1,(null),(null),(null),1
ljmnoonan,1,(null),1,(null),(null)
lmarion-source,1,1,(null),(null),(null)
luciaavanzosc,1,1,(null),(null),(null)
luisg123v,1,(null),(null),1,(null)
manuelcalerosolis,1,(null),(null),1,(null)
marcelofrare,1,(null),(null),(null),1
michotm,1,1,(null),(null),(null)
minhthie,1,(null),(null),1,(null)
moitabenfdz,1,1,(null),(null),(null)
mtelahun,1,1,(null),(null),(null)
nihelgabsi-acsone,1,1,(null),(null),(null)
nikul-serpentcs,1,1,(null),(null),(null)
nimarosa,1,(null),(null),1,(null)
nmesa-binovo,1,1,(null),(null),(null)
odooexperts-visioncode,1,(null),1,(null),(null)
omar7r,1,(null),(null),(null),1
pablohmontenegro,1,1,(null),(null),(null)
paulasanchez-cmd,1,(null),(null),(null),1
paulius-sladkevicius,1,(null),(null),(null),1
pfranck,1,(null),1,(null),(null)
pnajman-modoolar,1,(null),(null),(null),1
richard-willdooit,1,(null),(null),1,(null)
risto42,1,1,(null),(null),(null)
rlizana,1,(null),(null),(null),1
sanderlienaerts,1,(null),(null),(null),1
sebinthomasst,1,(null),(null),(null),1
sersanchus,1,(null),(null),(null),1
sgheller,1,1,(null),(null),(null)
shochstoeger,1,(null),(null),1,(null)
smaddlsoft,1,(null),(null),1,(null)
stephansainleger,1,(null),(null),1,(null)
terralogia,1,(null),(null),1,(null)
twalter-c2c,1,1,(null),(null),(null)
twendt-nc,1,(null),(null),(null),1
vijoin,1,1,(null),(null),(null)
vincent-hatakeyama,1,1,(null),(null),(null)
williamphilippin-droid,1,(null),(null),(null),1
xAdrianCif,1,(null),(null),(null),1
yledoare,1,(null),(null),1,(null)
zamberjo,1,1,(null),(null),(null)
PicchiSeba,0,(null),(null),(null),(null)
Kimkhoi3010,0,(null),(null),(null),(null)
Luca-Policastro,0,(null),(null),(null),(null)
barkat-matthias,0,(null),(null),(null),(null)
Arubaru86,0,(null),(null),(null),(null)
corredato,0,(null),(null),(null),(null)
timloic,0,(null),(null),(null),(null)
vuwnevska,0,(null),(null),(null),(null)
widadelbekkouri-odoo,0,(null),(null),(null),(null)
9184Lucky,0,(null),(null),(null),(null)
AlexPForgeFlow,0,(null),(null),(null),(null)
AndreuSempere,0,(null),(null),(null),(null)
AnmollGarg,0,(null),(null),(null),(null)
Atteqany,0,(null),(null),(null),(null)
DorianMAG,0,(null),(null),(null),(null)
FLAlvaroGomez,0,(null),(null),(null),(null)
G02-Manuel,0,(null),(null),(null),(null)
Gerloav,0,(null),(null),(null),(null)
IsabelAForgeFlow,0,(null),(null),(null),(null)
JayaramRangaraj,0,(null),(null),(null),(null)
Lionel-cl,0,(null),(null),(null),(null)
MS-OSI,0,(null),(null),(null),(null)
Mikheil-21,0,(null),(null),(null),(null)
Murtaza-OSI,0,(null),(null),(null),(null)
OsoTranquilo,0,(null),(null),(null),(null)
Sanazzzmi,0,(null),(null),(null),(null)
SirTakobi,0,(null),(null),(null),(null)
StephaneMangin,0,(null),(null),(null),(null)
TelmoSuarez,0,(null),(null),(null),(null)
adrian-dks,0,(null),(null),(null),(null)
adrienpeiffer,0,(null),(null),(null),(null)
ajaniszewska-dev,0,(null),(null),(null),(null)
alexeirivera87,0,(null),(null),(null),(null)
alihashaam,0,(null),(null),(null),(null)
andrel-exo,0,(null),(null),(null),(null)
are-agilebg,0,(null),(null),(null),(null)
benj-filament,0,(null),(null),(null),(null)
blaskurain,0,(null),(null),(null),(null)
carolina-domatix,0,(null),(null),(null),(null)
cormaza,0,(null),(null),(null),(null)
danielsostenia,0,(null),(null),(null),(null)
dochse,0,(null),(null),(null),(null)
drzaphod85,0,(null),(null),(null),(null)
ernesto-garcia-tecnativa,0,(null),(null),(null),(null)
fdesmottes,0,(null),(null),(null),(null)
hailangvn,0,(null),(null),(null),(null)
jmutsaerts,0,(null),(null),(null),(null)
julienCozo,0,(null),(null),(null),(null)
kanisorn-kate,0,(null),(null),(null),(null)
l-magnani,0,(null),(null),(null),(null)
lukassmachado,0,(null),(null),(null),(null)
macagua,0,(null),(null),(null),(null)
mbcosta,0,(null),(null),(null),(null)
mktsrl,0,(null),(null),(null),(null)
mmrondon,0,(null),(null),(null),(null)
mreinoso-aynitics,0,(null),(null),(null),(null)
nico-foodles,0,(null),(null),(null),(null)
nivels-oca-team,0,(null),(null),(null),(null)
patnal,0,(null),(null),(null),(null)
pau-lafoz,0,(null),(null),(null),(null)
rdualsam,0,(null),(null),(null),(null)
rivo2302,0,(null),(null),(null),(null)
sylvainvh,0,(null),(null),(null),(null)
sysprocesarcastro,0,(null),(null),(null),(null)
tli-asl,0,(null),(null),(null),(null)
traitrantrobz,0,(null),(null),(null),(null)
victorvermot,0,(null),(null),(null),(null)
wehrend,0,(null),(null),(null),(null)
xabispacebiker,0,(null),(null),(null),(null)
