User,CI,CPRs,MPRs,Cts,Reviews
manuelregidor,135,21,20,77,102
henrybackman,135,21,11,14,116
kanda999,134,4,6,7,123
grindtildeath,131,55,40,64,76
david-banon-tecnativa,127,45,39,35,75
marielejeune,122,19,16,49,95
gurneyalex,119,13,11,77,96
ArnauCForgeFlow,117,72,62,50,39
remi-filament,113,48,40,67,58
leemannd,113,11,6,45,97
dhongu,112,95,87,130,4
Chionne27,111,84,49,33,47
santostelmo,110,37,19,48,78
eduezerouali-tecnativa,110,55,32,34,65
JasminSForgeFlow,110,37,41,45,56
ByteMeAsap,108,45,27,81,65
francesco-ooops,107,(null),(null),394,87
micheledic,106,27,14,121,76
yvaucher,105,7,1,174,88
cvinh,105,17,4,79,88
AlexPForgeFlow,104,25,17,57,74
christian-ramos-tecnativa,104,23,12,40,81
JoanSForgeFlow,102,47,40,20,51
SilvioC2C,101,33,20,31,70
mbcosta,99,52,40,69,43
Gelojr,99,(null),(null),7,96
Andrii9090,98,35,28,62,56
acsonefho,98,10,9,55,78
AnizR,98,21,18,37,69
Borruso,95,53,31,55,49
rjaraspearhead,91,19,10,43,70
AndreuOForgeFlow,91,23,17,15,65
WesleyOliveira98,91,18,15,12,68
JordiBForgeFlow,90,40,23,154,48
sergiocorato,89,42,16,49,60
nobuQuartile,89,17,16,22,64
FrancoMaxime,89,4,2,2,84
max3903,88,16,7,109,67
matteonext,87,24,9,58,65
kluna1998,86,24,21,18,56
dalonsod,85,15,12,70,61
TheMule71,84,21,16,99,53
adasatorres,84,39,19,60,51
tarteo,84,23,12,64,59
odooNextev,83,24,17,64,53
monen17,83,15,10,82,60
huguesdk,82,33,25,97,41
anusriNPS,82,29,18,27,53
amh-mw,81,18,8,44,62
celm1990,81,8,8,20,66
tafaRU,80,23,17,99,48
Ricardoalso,80,26,13,15,58
sebastienbeau,78,18,14,78,51
MaurizioPellegrinet,77,(null),(null),4,75
thomaspaulb,76,14,9,95,54
flotho,76,9,3,70,62
moylop260,75,51,43,54,18
lef-adhoc,74,49,31,64,28
primes2h,73,17,14,72,46
qgroulard,73,18,10,24,54
giarve,70,42,21,35,37
DantePereyra,70,20,10,23,51
StephaneMangin,70,5,3,25,60
eugenios73,68,28,22,81,32
florentx,68,35,33,18,25
andreampiovesana,68,4,(null),35,60
cyrilmanuel,68,13,3,14,58
fcvalgar,68,(null),(null),6,66
Jaimermaccione,67,(null),(null),8,64
quentinDupont,66,12,16,65,38
GSLabIt,66,10,8,9,52
bealdav,63,18,10,31,43
quirino95,63,25,7,7,48
aritzolea,63,12,5,21,50
Anxo82,62,25,21,54,29
MohamedOsman7,62,15,11,21,43
astirpe,60,27,24,28,26
GuillemCForgeFlow,60,5,2,15,52
almumu,59,17,10,36,39
Mohajiro,59,23,11,13,40
arielbarreiros96,58,22,15,57,31
wlin-kencove,57,3,(null),52,48
imlopes,56,24,15,19,32
mileo,56,10,2,23,46
trisdoan,55,23,22,52,21
Kimkhoi3010,54,37,24,19,20
tishmen,53,38,2,83,36
Alexgars73,53,25,13,57,27
len-foss,53,25,8,32,34
matteoopenf,52,8,3,108,36
antoniodavid,52,31,6,42,34
arantxa-s73,52,34,21,43,19
vincent-hatakeyama,52,26,22,40,19
chaule97,52,31,16,29,25
jguenat,52,17,10,20,33
Pani-k-folk,52,21,12,4,33
CLaurelB,52,7,8,12,38
brian10048,51,21,17,44,23
rlimaeco,51,29,20,14,22
FernandoRomera,50,22,21,31,19
alexandregaldeano,50,8,6,4,39
DarioLodeiros,49,28,22,34,16
mymage,49,11,6,33,34
metaminux,48,17,7,50,30
PicchiSeba,48,23,15,26,23
ced-adhoc,48,3,3,38,37
rov-adhoc,48,7,8,25,32
hildickethan,48,9,7,14,34
GabbasovDinar,48,10,11,4,32
ntsirintanis,47,18,5,13,34
Marco-ooops,47,(null),(null),(null),47
glitchov,46,34,24,3,14
copilot-pull-request-reviewer[bot],46,(null),(null),(null),46
dnplkndll,45,21,7,58,26
remytms,45,10,3,36,33
Kev-Roche,45,22,9,4,29
TheerayutEncoder,44,13,5,14,32
luisg123v,44,1,1,19,38
NICO-SOLUTIONS,42,21,11,84,17
baguenth,42,17,12,34,20
RicardCForgeFlow,42,17,18,2,18
mav-adhoc,41,8,6,39,26
alexey-pelykh,41,5,3,31,30
MarinaAForgeFlow,41,17,12,12,21
gbrito,41,5,1,7,35
thienvh332,40,21,13,10,19
TumbaoJu,39,27,25,18,5
u0f,39,22,13,17,17
MeritxellAForgeFlow,39,8,6,7,28
coleste,39,(null),(null),3,37
feketemihai,38,26,24,61,1
BetoRaja,38,23,12,16,17
pablo-cort-s73,38,19,9,15,21
SylweKra,38,18,15,6,16
zamberjo,38,6,6,16,26
CasVissers-360ERP,38,(null),(null),9,35
ajaniszewska-dev,38,1,1,(null),36
baimont,37,20,7,16,22
raumschmiede-joshuaL,37,10,6,21,23
ferran-S73,37,4,3,19,28
felipemotter,37,9,6,14,24
natuan9,36,20,18,23,9
bguillot,36,5,5,30,23
hoangtrann,36,5,(null),14,30
AEstLo,35,4,4,26,24
david-s73,34,18,14,51,9
sergiobstoj,34,23,11,29,13
miguel-S73,34,1,2,9,28
tobiaszehntner,33,14,8,18,17
Xino61122,33,14,7,19,18
ioans73,33,1,1,20,27
sbiosca-s73,33,3,2,11,26
javierizaca,33,(null),(null),7,30
JessBrandl,33,3,3,1,27
patrickt-oforce,32,11,4,24,20
AlvaroRM11,32,12,2,9,24
anajuaristi,32,(null),(null),23,27
kevinkhao,31,26,9,22,12
gdgellatly,31,11,6,29,16
Abranes,31,15,6,7,18
geomer198,31,10,4,11,21
Dranyel-Bosd,31,(null),(null),1,30
em230418,30,11,4,18,18
paradoxxxzero,30,13,8,6,16
LucasTran380381,30,6,15,5,10
matiasperalta1,29,15,3,23,17
cubells,29,18,5,17,16
guewen,29,(null),(null),19,25
alan196,28,24,5,25,13
nimarosa,28,3,1,53,18
mourad-ehm,28,11,8,15,13
theangryangel,28,6,4,13,18
mike-cetmix,28,6,5,11,17
Honeyxilia,28,10,7,6,15
Aldeigja,28,2,(null),3,25
luis-ron,28,(null),(null),3,26
vehi-invitu,27,12,1,16,19
samirGuesmi,27,18,8,19,10
wouitmil,27,20,4,6,16
sabrinaRMartin,27,16,12,12,8
sergioM-S73,27,16,11,11,9
jcoux,27,6,6,4,17
chrisandrewmann,26,6,6,53,10
LorenzoC0,26,23,10,8,8
DiegoParadeda,26,17,10,19,8
jdidderen,26,15,6,20,12
innovara,26,9,7,30,11
danielduqma,26,8,13,15,6
victorvermot,26,9,4,4,17
emiliesoutiras,26,6,(null),9,21
lmarion-source,26,5,2,3,20
ljsalvatierra-factorlibre,25,9,3,20,15
stananatanaela,25,23,20,(null),(null)
clementmbr,25,5,2,13,17
ivilata,25,1,1,23,18
VBNext,25,(null),(null),10,22
Camille0907,25,4,2,3,19
Ricardo-MC,24,15,6,11,11
jesusVMayor,24,18,9,4,9
Anushapadinharepurakkal,23,42,12,9,2
jelenapoblet,23,1,1,42,15
luc-demeyer,23,10,6,12,10
IsabelAForgeFlow,23,17,11,10,5
ypapouin,23,13,5,11,11
vib-adhoc,23,8,7,7,11
DorianMAG,23,4,4,6,15
houssine78,23,1,(null),2,21
rven,22,16,5,41,7
PieterPaulussen,22,8,1,41,12
syci,22,18,3,30,9
DucTruongKomit,22,12,3,16,12
cuongnmtm,22,4,2,26,13
jcadhoc,22,8,5,2,13
nayatec,22,3,5,8,12
MateuGForgeFlow,22,10,4,3,13
damdam-s,21,13,2,6,13
miquelalzanillas,21,4,2,16,13
acpMicrocom,21,(null),21,(null),(null)
ThomasBinsfeld,21,5,4,6,12
ArantxaSudon,21,(null),(null),2,20
SirAionTech,20,2,6,8,10
ellbristow,20,12,3,18,9
nicolas-delbovier-acsone,20,24,6,6,7
augusto-weiss,20,10,5,11,9
hailangvn,20,7,3,9,11
norlinhenrik,19,18,5,24,5
jans23,19,13,2,10,10
kittiu,19,(null),(null),10,16
victor-champonnois,19,6,5,10,8
apami0111,19,12,8,10,4
BT-dmoreno,19,(null),1,15,14
dferest,19,7,2,8,12
Daemo00,19,6,1,8,13
oihane,19,6,5,6,9
enriquemartin,19,7,4,1,11
joepsanders,19,1,3,7,12
PolComas,18,31,2,14,7
CILC98,18,11,1,20,9
fredericgrall,18,14,7,16,3
adrip-s73,18,12,5,11,6
TB-Ph35,18,17,5,4,7
carlossainznetkia,18,11,1,9,11
maisim,18,11,2,6,10
cav-adhoc,18,4,2,9,11
ChristianSantamaria,18,6,4,7,9
anmarmo1,18,(null),(null),13,14
loida-vm,18,(null),(null),5,16
sara-castello,18,(null),(null),(null),18
bjouini-acsone,17,13,2,7,9
benwillig,17,8,3,6,9
Bilbonet,17,3,1,13,11
gfcapalbo,17,6,(null),6,12
xavier-bouquiaux,17,6,6,5,6
fcayre,17,5,2,6,10
absal-smile,16,30,4,19,2
diggy128,16,7,2,36,5
javierjcf,16,13,7,20,1
polchampion,16,(null),(null),22,11
rodmad85,16,5,(null),13,10
ChristophAbenthungCibex,16,12,5,6,5
Wvven,16,5,1,4,11
baf-adhoc,16,(null),(null),3,14
marcelofrare,16,(null),(null),(null),16
acysos,15,4,1,29,7
Vicent-S73,15,14,7,13,1
SodexisTeam,15,4,6,7,4
mihien,15,14,2,10,6
lorenzoallegrucci,15,4,1,8,9
michelerusti,15,8,2,10,7
mariusnick,15,12,12,(null),(null)
nicolascol,15,(null),(null),13,11
rpsjr,15,3,1,8,9
MiguelPoyatos,15,4,1,3,10
angelgarciadelachica,15,4,4,4,7
lfreeke,15,3,1,3,11
herminioelx,14,11,6,15,1
hitrosol,14,5,1,18,7
mcojocaru,14,16,10,(null),(null)
barkat-matthias,14,10,(null),1,10
unaiberis,14,4,6,7,3
Tardo,14,5,4,9,5
antonioburic,14,6,4,4,6
IvanHRN,14,3,2,13,7
agent-z28,14,2,1,13,8
kafai-lam,14,10,4,3,5
ramiadavid,14,3,7,9,2
BT-dlagin,14,1,7,12,3
pierre-halleux,14,8,5,3,4
nicomacr,14,6,1,3,9
yanchirino,14,4,2,7,7
ps-tubtim,14,(null),(null),(null),14
anothingguy,14,3,1,4,9
ap-wtioit,14,4,1,2,10
eantones,14,2,2,3,9
AntoniRomera,14,1,1,3,10
AinohaBH,14,(null),(null),3,12
jaenbox,14,1,1,2,11
luc-adhoc,14,(null),(null),2,13
corredato,13,13,2,22,3
ecino,13,4,(null),20,7
fkantelberg,13,5,3,7,5
yoadria,13,6,4,12,3
MaxyMoos,13,10,6,8,1
BT-pgaiser,13,2,1,11,7
Murtaza-OSI,13,3,(null),1,10
arnaudlayec,13,6,(null),5,8
PauMAVA,13,7,7,5,1
SimaElisabeta,13,10,10,(null),(null)
youring,13,1,1,9,8
desdelinux,13,1,(null),7,9
lav-adhoc,13,2,(null),5,9
chrisb-c01,13,3,3,2,7
SamyBrahimi,13,(null),(null),1,12
dannyadair,12,7,3,28,1
P-H-Phuc,12,28,(null),1,6
cparadis-impressfoods,12,6,1,6,6
jado95,12,3,2,6,6
nilshamerlinck,12,1,1,10,7
ng-ife,12,1,1,7,7
hieulucky111,12,6,(null),2,8
Hugo-Trentesaux,12,3,1,3,8
Quan-nhm,12,1,2,4,7
nico-foodles,12,4,2,(null),8
kanisorn-kate,12,2,(null),1,10
newtratip,12,(null),(null),(null),12
gdemarco2esseti,12,(null),(null),(null),12
jorgeglez1990,12,(null),(null),(null),12
vdewulf,11,1,1,42,3
TelmoSuarez,11,8,5,7,1
ka-dm,11,3,1,14,5
yibudak,11,5,2,8,4
extrememicro,11,5,3,12,2
jarmokortetjarvi,11,7,4,8,2
flaenen,11,7,1,8,5
dalonsofl,11,4,3,5,4
dora-jurcevic,11,4,1,6,6
denaux,11,2,1,10,5
polqubiq,11,3,3,10,3
yp-oerp,11,2,1,11,5
atchuthan,11,(null),(null),6,9
jorge-luis-dev,11,3,1,3,7
OSevangelist,11,2,(null),4,8
ajfebres,11,2,(null),3,8
miikanissi,11,5,3,2,4
oadiazp,11,3,1,4,6
Vang-NguyenPhu,11,2,3,3,5
jesanmor,11,4,(null),2,8
hugosantosred,11,3,3,2,5
jdoutreloux,11,1,(null),3,8
Jesarregui,11,(null),(null),2,10
SandraNetkia,11,(null),(null),(null),11
stenext,11,(null),(null),1,10
baptiste-n42,10,8,3,7,2
Raul-S73,10,6,1,5,4
feg-adhoc,10,5,1,6,4
hussain,10,6,1,6,4
BT-anieto,10,3,1,8,4
jordi-josc,10,2,(null),8,6
maq-adhoc,10,6,1,4,5
mariancuadranetkia,10,2,2,11,3
mcodes-o,10,2,1,8,5
mjavint,10,2,(null),4,7
sanderlienaerts,10,(null),2,5,6
RabbitJon-S73,10,3,2,4,4
Stephanvandenberg,10,1,(null),5,7
are-agilebg,10,2,2,3,5
douglascstd,10,(null),(null),6,8
tgaona-sbg,10,1,1,6,6
cgarcia-solvos,10,4,2,3,4
mondot,10,2,1,5,5
Kiplangatdan,10,4,1,1,6
PaoloYam,10,2,(null),(null),9
lauradiaz22,10,(null),(null),2,9
rolandojduartem,10,(null),(null),1,9
mathieudelva,9,24,2,3,(null)
parvezqureshi,9,13,(null),16,1
FranzPoize,9,15,3,3,(null)
Hudson5577,9,18,2,(null),3
JordiToledo,9,11,5,1,(null)
Arubaru86,9,3,1,8,3
matthieusaison,9,6,3,2,2
MarcoCalcagni,9,(null),(null),10,6
Neitherkx,9,1,1,1,6
apik-mgu,9,4,1,8,3
julienCozo,9,3,1,3,5
renda-dev,9,(null),4,2,4
ryanc-me,9,2,3,7,2
cem-adhoc,9,4,5,4,(null)
mmircoli-nexapp,9,(null),(null),9,6
vuwnevska,9,3,(null),(null),7
kou510n,9,(null),(null),8,6
lperez-solvos,9,6,4,1,2
P4R,9,6,6,1,(null)
SiscoIngeos,9,4,2,1,4
amkarthik,9,2,(null),5,5
antonag32,9,2,2,6,3
gaikaz,9,(null),(null),5,7
halbtonjazz,9,4,2,1,4
houzefa-abba,9,2,2,4,4
odoowired,9,2,(null),2,6
rlizana,9,2,1,1,6
mostafabarmshory,9,(null),(null),4,7
AurelijaNorvaisaite,9,(null),(null),3,7
mrcast,9,(null),(null),2,8
njeudy,9,(null),(null),2,8
thomashaunschmid86,9,(null),(null),2,8
ltabis,9,1,(null),(null),8
tv-openbig,8,(null),(null),48,1
Vandan-Pandeji-SerpentCS,8,10,(null),16,1
pcastelovigo,8,11,1,13,(null)
huynh-ch,8,11,1,2,2
SMaciasOSI,8,4,2,5,2
nikul-serpentcs,8,3,1,13,2
ChanGuaZzz,8,8,2,5,1
ayushin,8,1,(null),14,3
dhx,8,4,2,9,1
nguyenminhchien,8,5,1,3,3
IJOL,8,1,2,8,2
TennyMkt,8,3,1,10,2
thibaultrey,8,6,1,2,3
ALopez-Adhoc,8,(null),2,8,3
AtaponDew,8,5,(null),4,4
alvaroGC-S73,8,5,2,4,2
fernandahf,8,2,2,9,2
jqbeltran2,8,2,2,9,2
JhonRomero26,8,2,1,8,3
dependabot[bot],8,6,4,2,(null)
ljimenezsidoo,8,3,2,6,2
angelmoya,8,2,(null),2,5
map-240221,8,3,2,4,2
xAdrianCif,8,1,1,5,4
IriaAlonso,8,4,3,3,1
dzungtran89,8,2,1,5,3
sebduch73,8,(null),(null),5,6
robyf70,8,1,1,(null),6
salvorapi,8,1,2,3,3
sersanchus,8,1,2,2,4
GarethGloSystems,8,2,1,1,5
Murtaza-SerpentCS,8,(null),(null),2,7
kongrattapong,8,2,(null),1,6
BT-tkarpinski,8,(null),1,(null),7
BlazejewskaA,8,(null),(null),(null),8
Ryoko04,8,(null),(null),1,7
Sayaka-qrtl,8,(null),(null),1,7
gva-acsone,8,(null),(null),(null),8
phschmidt,8,(null),(null),(null),8
mb-ife,7,11,1,4,1
Nikul-OSI,7,6,(null),8,2
Wodran14,7,11,2,3,(null)
Rad0van,7,1,(null),13,2
zeroheure,7,10,1,3,1
hhgabelgaard,7,7,3,(null),1
AJamal13,7,2,(null),12,2
joelkm,7,4,1,5,2
nikolaszimmermann,7,1,1,11,2
BurkhalterY,7,2,2,8,1
Sanazzzmi,7,4,(null),5,3
gaelTorrecillas,7,4,(null),1,4
kimirondon,7,3,1,6,2
maciej-wichowski,7,4,2,5,1
AdrianaSaiz,7,6,(null),1,4
BT-dherreros,7,2,(null),5,3
Bearnard21,7,1,1,9,2
BitStab,7,3,(null),3,4
andrel-exo,7,7,3,(null),1
matteotrubini,7,4,2,2,2
BT-rmartin,7,(null),(null),5,5
MaPaLo76,7,3,3,5,(null)
ebauza,7,2,1,4,3
fd-oncodna,7,3,3,5,(null)
ikus060,7,1,(null),6,4
rvanin-nehos,7,4,3,3,(null)
ygol,7,2,(null),5,3
yotsubasuzu,7,3,(null),5,3
deeniiz,7,4,4,2,(null)
edlopen,7,2,2,(null),4
BT-crodriguez,7,(null),1,3,4
Highcooley,7,(null),(null),3,5
OKT96,7,1,(null),2,5
royle-vietnam,7,2,2,(null),4
JulienMartinez,7,1,(null),1,5
PaulGoubert,7,(null),(null),(null),7
SAnnabelle,7,(null),(null),1,6
bofiltd,7,(null),(null),(null),7
kiferrara,7,(null),(null),(null),7
sheragar,7,(null),(null),(null),7
macagua,6,10,(null),5,1
mathben,6,10,(null),9,(null)
rdualsam,6,10,2,1,(null)
BertVGroenendael,6,3,4,(null),(null)
toita86,6,3,1,(null),3
zurbaran,6,8,2,2,(null)
achulii,6,1,5,(null),(null)
fsmw,6,13,1,1,(null)
CiroBoxHub,6,(null),(null),12,3
Qlasta,6,7,(null),4,1
SuShanVoong,6,5,1,4,1
geraldo29,6,4,1,8,(null)
umaniar-plus,6,5,(null),6,1
Tatider,6,7,(null),5,1
mmrondon,6,2,3,3,(null)
Vandan-OSI,6,3,2,4,(null)
moval-agroingenieria,6,5,1,5,1
9184Lucky,6,3,2,6,(null)
matt454357,6,1,1,6,2
mde-scopea,6,2,2,7,(null)
OdyX,6,2,(null),6,2
danypr92,6,3,1,6,1
jeromeguerriat-msf,6,1,2,3,1
yledoare,6,2,(null),4,3
Du-ma,6,1,1,6,2
RodrigoBM,6,(null),(null),5,4
emmanuel-ferdman,6,2,1,4,2
mktsrl,6,2,(null),3,3
FLAlvaroGomez,6,2,(null),1,4
fabian-digital,6,4,1,1,2
jbernausVunkers,6,4,1,(null),3
manuelcalerosolis,6,1,(null),1,4
El-khamisi,6,1,(null),3,3
Pablocce,6,(null),(null),(null),6
flalexg,6,1,1,3,2
quoc-pn,6,2,1,2,2
tupaq,6,2,1,2,2
SoniaViciana,6,(null),(null),2,5
isaako34,6,1,1,2,3
jusle,6,2,1,2,2
santiagordz,6,2,3,2,(null)
tendil,6,3,1,(null),3
Segui-S73,6,(null),(null),(null),6
Siraparn,6,(null),(null),(null),6
danall59,6,(null),(null),(null),6
fmdl,6,1,(null),1,4
javierobcn,6,(null),(null),(null),6
mtbochaca,6,(null),(null),(null),6
veryberry,6,(null),(null),(null),6
nicolasramossomit,5,12,(null),1,1
netlify[bot],5,(null),(null),24,(null)
Deriman-Alonso,5,(null),5,(null),(null)
youelEl,5,8,(null),3,(null)
alfredoavanzosc,5,8,1,1,(null)
hnavarro-kernet,5,1,(null),16,(null)
MS-OSI,5,6,(null),3,1
kwoychesko,5,5,(null),9,(null)
lk-eska,5,(null),(null),15,1
AndrzejGerasimukARCHIMEDES,5,2,(null),12,(null)
richard-willdooit,5,2,(null),11,(null)
ChrisOForgeFlow,5,(null),5,(null),(null)
jjscarafia,5,(null),(null),11,2
Luca-Policastro,5,7,(null),(null),2
ivancandelas,5,2,1,9,(null)
wluyima,5,4,(null),8,(null)
Gerloav,5,4,(null),1,2
ljmnoonan,5,3,1,7,(null)
stephansainleger,5,(null),1,10,1
anasassi119,5,2,1,6,(null)
kamladodiyaserpentcs,5,3,(null),7,1
np-oerp,5,1,1,9,(null)
weinni2000,5,5,(null),4,1
Koudja,5,5,(null),2,1
drkpkg,5,2,(null),5,1
lembregtse,5,5,1,4,(null)
marioolofo,5,1,(null),6,2
pfranck,5,(null),3,2,1
MarwanBHL,5,5,(null),1,2
bodedra,5,(null),(null),6,3
flachica,5,(null),1,4,2
llabusch93,5,3,1,2,1
mosab-moasherat,5,(null),(null),7,2
BT-etejeda,5,2,2,4,(null)
DealTechSrl,5,2,(null),5,1
TomTietze,5,1,2,5,(null)
TomVermeerenDynapps,5,2,1,4,1
VoicuStefan2001,5,4,3,(null),(null)
adrian-dks,5,4,3,(null),(null)
bo-eska,5,3,1,4,(null)
dutrieuc,5,1,2,5,(null)
mkoeck,5,4,(null),3,1
BT-fgarbely,5,1,1,4,1
cormaza,5,2,3,1,(null)
hitesh-erpharbor,5,2,(null),(null),4
leblanc-simon,5,2,1,1,2
marcos-mendez,5,1,(null),4,2
mathiasfrancke,5,2,(null),1,3
navarrorico,5,1,(null),3,2
wpichler,5,2,1,2,1
Abimael1321,5,(null),(null),3,3
BT-jmichaud,5,2,2,2,(null)
Larsq1,5,1,2,2,1
Loregs2,5,1,2,2,1
SonCrits,5,(null),5,(null),(null)
arpol-dev,5,1,1,1,2
dessanhemrayev,5,(null),5,(null),(null)
epieters,5,(null),(null),3,3
lbarnis4b,5,2,2,2,(null)
madecsmile,5,1,(null),1,3
mamcode,5,(null),(null),2,4
omar7r,5,2,1,1,2
paulius-sladkevicius,5,(null),(null),2,4
pniederlag,5,3,2,(null),1
puck,5,1,(null),2,3
yterrettaz,5,(null),(null),2,4
BT-mlopez,5,(null),(null),1,4
Batista10-G,5,(null),(null),(null),5
JavierVazquezQubiQ,5,(null),(null),1,4
Killance,5,1,(null),1,3
MRomeera,5,(null),(null),(null),5
Nantikan23,5,(null),(null),(null),5
O-Mutt,5,1,(null),(null),4
SerM11,5,(null),(null),(null),5
ajay-odoogap,5,(null),1,1,3
benstannard,5,(null),(null),1,4
espo-tony,5,(null),(null),(null),5
gjotten,5,(null),(null),1,4
josep-tecnativa,5,(null),(null),(null),5
luistorresm,5,(null),(null),1,4
matheus-calixto-hub,5,1,(null),(null),4
patrickrwilson,5,(null),2,1,2
Tiago370,4,10,1,(null),(null)
crrodrigueztrujillo,4,12,(null),(null),1
timloic,4,7,(null),3,(null)
carmenbianca,4,(null),4,(null),(null)
Hardik-OSI,4,4,(null),1,1
kopeyev,4,7,1,(null),(null)
aisopuro,4,(null),1,7,(null)
miguelpadin,4,5,2,(null),(null)
ROBBYHOOD9,4,7,1,(null),(null)
iTecan,4,3,1,2,(null)
Berezi,4,4,2,(null),(null)
ChuwenSun,4,4,(null),(null),2
ghost,4,(null),2,5,(null)
holasoftware,4,2,(null),7,(null)
jaydeep32,4,5,1,1,(null)
john-herholz-dt,4,(null),(null),7,1
milleniumkid,4,3,(null),3,1
psugne,4,3,1,1,(null)
JoanRibotAE,4,3,1,2,(null)
LuciaMarchalFactorLibre,4,2,(null),4,1
PlantBasedStudio,4,3,1,2,(null)
gabe-grinspan,4,1,(null),6,1
jmartinacu,4,3,(null),1,1
yboujraf,4,(null),(null),6,2
AmalBenAissa,4,2,(null),2,1
FrankC013,4,1,(null),1,2
JrAdhoc,4,3,1,(null),1
anthonissen-a,4,4,(null),3,(null)
jdebetaz,4,2,1,3,(null)
mgomezleon,4,2,2,(null),1
oerp-odoo,4,4,1,1,(null)
Babbato,4,2,1,3,(null)
Maarten-Van-Briel,4,2,1,2,(null)
Robrechtc,4,1,1,4,(null)
aarosales-spearhead,4,2,1,1,1
adelghaedi,4,2,1,(null),2
arthru,4,2,1,2,(null)
banica-dev,4,3,2,(null),(null)
cesarportas,4,4,1,1,(null)
dc-oerp,4,(null),1,3,1
enricostano,4,1,1,4,(null)
florenciafrigieri2,4,(null),(null),3,2
jhemono,4,3,1,2,(null)
phfl0327,4,2,1,2,(null)
xtanuiha,4,2,(null),2,1
ACheung-FactorLibre,4,1,1,(null),2
BT-mgomez,4,(null),(null),3,2
Dirbaio,4,2,2,1,(null)
Flavia0320,4,3,2,(null),(null)
HectorMerazChavez,4,2,1,(null),2
Jord38,4,2,(null),2,1
LaetitiaElabore,4,(null),(null),1,3
PCatinean,4,(null),(null),2,3
ProcessControl-JLR,4,2,2,1,(null)
SupportSNDC,4,3,2,(null),(null)
blackne0n,4,3,2,(null),(null)
ddejong-therp,4,1,1,2,1
erlinberg,4,1,(null),3,1
lal-solute,4,1,1,3,(null)
luiseevaquer,4,1,1,3,(null)
randall-vx,4,1,1,3,(null)
yweng8111,4,(null),2,1,1
Ahz9619,4,(null),(null),(null),4
BT-jcolmeiro,4,1,1,1,1
BT-ojossen,4,(null),(null),(null),4
BT-ssteiner,4,(null),(null),(null),4
BenjaHe,4,1,(null),1,2
DinamicheAziendali,4,(null),(null),1,3
GeysonTrey,4,(null),(null),1,3
Jortolsa-S73,4,(null),(null),(null),4
OscarIndias,4,1,(null),1,2
ShehbajTechultra,4,(null),(null),(null),4
TomAlbrechtQuatra,4,(null),(null),(null),4
Yoana-RB,4,(null),1,1,2
angelvilaplana,4,1,2,1,(null)
azubieta,4,1,(null),1,2
bnisevic,4,(null),(null),(null),4
