User,CI,CPRs,MPRs,Cts,Reviews
DorianMAG,7,(null),(null),2,6
LuisAlejandroS,7,(null),(null),3,5
PaoloYam,7,1,(null),1,5
eantones,7,1,1,2,4
isaako34,7,2,2,1,3
luisg123v,7,(null),(null),2,6
oihane,7,1,1,2,4
yweng8111,7,3,1,1,3
FrancoMaxime,7,1,(null),1,5
Segui-S73,7,(null),(null),(null),7
carlossainznetkia,7,(null),2,(null),5
sersanchus,7,(null),(null),1,6
monthop-gmail,6,11,(null),5,(null)
damdam-s,6,8,(null),5,1
enriquemartin,6,4,2,2,1
CILC98,6,3,1,4,1
innovara,6,2,2,8,(null)
ChristophAbenthungCibex,6,1,1,2,3
dc-oerp,6,1,1,8,1
mav-adhoc,6,1,1,5,2
Tatider,6,(null),2,6,2
moval-agroingenieria,6,2,1,3,2
P4R,6,3,1,3,2
ajfebres,6,4,2,2,1
dmoranp,6,4,3,2,(null)
julienCozo,6,4,(null),(null),4
Murtaza-OSI,6,(null),(null),(null),6
mbaena,6,2,1,3,2
ryanc-me,6,1,1,4,2
syci,6,3,2,2,1
JJRR5,6,(null),1,2,4
almumu,6,1,(null),2,4
ebauza,6,1,1,3,2
kopeyev,6,2,(null),(null),5
PaulGoubert,6,(null),(null),1,5
fcvalgar,6,(null),(null),(null),6
ioans73,6,(null),(null),(null),6
loida-vm,6,(null),(null),(null),6
marcelofrare,6,1,(null),1,4
kwoychesko,5,2,(null),10,(null)
grojof,5,4,(null),11,(null)
IJOL,5,7,(null),4,(null)
ZubikIT,5,8,(null),5,(null)
hitrosol,5,8,(null),6,(null)
RLeeOSI,5,2,1,7,(null)
therbin200,5,7,1,2,(null)
Daniel15,5,3,1,3,1
Flavia0320,5,5,2,1,(null)
Ghostdev9410,5,3,(null),5,1
AlexPForgeFlow,5,1,1,1,2
NachoAlesLopez,5,6,(null),1,2
OSevangelist,5,1,(null),7,1
max3903,5,(null),(null),4,3
psugne,5,2,1,6,(null)
Neitherkx,5,4,(null),2,2
bouktaibMohssin,5,(null),(null),5,3
fredericgrall,5,3,1,2,1
matiasperalta1,5,2,1,2,1
omar7r,5,5,1,1,1
xavierbol,5,5,(null),(null),3
CasVissers-360ERP,5,(null),(null),4,3
Debora7,5,3,2,1,(null)
FranzPoize,5,(null),1,4,2
KristianSolkaer,5,1,1,4,1
luc-demeyer,5,1,1,1,2
Bilbonet,5,(null),(null),2,4
aisopuro,5,2,(null),2,2
emtz10,5,2,2,1,1
farhatzafar,5,1,(null),2,3
lfreeke,5,(null),(null),(null),5
namtnt,5,3,1,1,1
nilshamerlinck,5,1,1,3,1
nurinayati,5,(null),(null),3,3
Highcooley,5,1,1,(null),3
KDRdev,5,(null),(null),(null),5
douglascstd,5,(null),(null),1,4
vuwnevska,5,1,(null),(null),4
hitesh-erpharbor,4,9,(null),2,(null)
solomonprabu,4,1,(null),12,(null)
okawo80085,4,1,(null),10,(null)
joergsteffens,4,2,(null),6,(null)
vasanthr-cp,4,4,(null),4,(null)
chetan137,4,1,1,6,(null)
norlinhenrik,4,1,1,3,(null)
yanchirino,4,3,1,3,(null)
BenjaHe,4,2,1,4,(null)
DinhVanKhanh-HCMC,4,5,(null),2,(null)
TennyMkt,4,2,(null),3,1
alvaroGC-S73,4,2,1,3,(null)
anajuaristi,4,(null),(null),5,2
baptiste-n42,4,1,1,4,(null)
jdidderen,4,(null),2,2,1
mof-landoo,4,1,1,5,(null)
njeudy,4,(null),(null),4,2
TumbaoJu,4,(null),1,2,2
brian10048,4,(null),1,4,1
maciej-wichowski,4,1,1,4,(null)
ozono,4,1,1,2,1
yaracchi,4,1,1,4,(null)
OpenCode,4,(null),(null),3,2
Raul-S73,4,(null),(null),3,2
TB-Ph35,4,(null),2,(null),2
alvaro-gmz,4,(null),(null),3,2
chrisandrewmann,4,(null),(null),3,2
clement-gouin,4,1,(null),3,1
cyrilfassiau,4,3,1,1,(null)
flachica,4,1,1,2,1
katyukha,4,2,1,2,(null)
kevinkhao,4,1,2,(null),1
mkoeck,4,1,1,3,(null)
polqubiq,4,1,1,3,(null)
siyabongasilindokuhle22-ux,4,1,(null),(null),3
takahii03,4,1,(null),2,2
Jan-Onestein,4,(null),(null),1,3
Murtaza-SerpentCS,4,(null),(null),(null),4
collinskipkorir,4,1,(null),1,2
hailangvn,4,1,1,(null),2
jaenbox,4,1,(null),(null),3
ljsalvatierra-factorlibre,4,(null),(null),(null),4
nico-foodles,4,(null),(null),(null),4
phschmidt,4,(null),(null),(null),4
sheragar,4,(null),(null),(null),4
theangryangel,4,(null),1,1,2
xaviedoanhduy,3,1,(null),(null),2
alfredoavanzosc,3,6,(null),1,(null)
Qlasta,3,4,(null),1,(null)
arch-fan,3,(null),(null),10,(null)
alan196,3,4,(null),2,(null)
remytms,3,(null),(null),4,1
benbrich,3,(null),(null),7,(null)
corredato,3,1,1,2,(null)
jaydeep32,3,4,(null),1,(null)
mathieudelva,3,1,1,(null),1
michelerusti,3,2,1,1,(null)
AlvaroRamirez10,3,3,(null),1,(null)
Clara-Cardoso,3,1,(null),5,(null)
GuillermoNforgeflow,3,5,1,(null),(null)
JochenDeBie,3,5,(null),1,(null)
angelmoya,3,1,1,1,(null)
clementmbr,3,4,(null),(null),1
hhgabelgaard,3,2,(null),3,(null)
javierjcf,3,(null),1,5,(null)
javiermatos,3,2,(null),3,(null)
jvmntkia,3,5,(null),1,(null)
kirca,3,4,(null),2,(null)
mpiko,3,2,(null),3,(null)
patrickt-oforce,3,(null),(null),4,1
pcastelovigo,3,1,(null),4,(null)
stanislaw-ladorucki,3,3,(null),1,(null)
Daemo00,3,(null),(null),2,2
JhonRomero26,3,1,(null),3,(null)
MarwanBHL,3,3,1,(null),(null)
Paulius11,3,1,1,2,(null)
PieterPaulussen,3,2,(null),1,1
are-agilebg,3,2,1,(null),1
bertstomphorst,3,1,1,2,(null)
cav-adhoc,3,4,(null),(null),1
elemire,3,4,(null),1,(null)
robperezit,3,2,(null),3,(null)
Anushapadinharepurakkal,3,2,1,1,(null)
AxelPrel,3,1,1,2,(null)
Dirbaio,3,2,(null),2,(null)
EdnilsonMonteiro,3,1,(null),3,(null)
JuanjoA,3,(null),(null),2,2
Katulos,3,2,2,(null),(null)
Yusuke1998,3,3,(null),1,(null)
alessandro-fiorino,3,2,1,1,(null)
dhx,3,1,(null),3,(null)
fcayre,3,(null),(null),(null),3
ferdymercury,3,(null),(null),3,1
manuelcalerosolis,3,(null),(null),2,2
matthieusaison,3,1,(null),(null),2
maurochip,3,3,1,(null),(null)
nguyenminhchien,3,3,(null),1,(null)
np-oerp,3,(null),1,2,1
odoowired,3,1,(null),2,1
ramzeta,3,3,(null),1,(null)
siddolo,3,2,(null),2,(null)
wpichler,3,2,1,1,(null)
AlisherKaziz,3,(null),(null),(null),3
DucTruongKomit,3,(null),(null),(null),3
ElhoucineBRAHIM,3,1,(null),(null),2
JorgeQuinteros,3,1,1,1,(null)
JulienMartinez,3,1,(null),(null),2
LixFerox,3,1,1,1,(null)
Mauricio-ATS,3,1,1,1,(null)
Tardo,3,1,2,(null),(null)
Vandan-Pandeji-SerpentCS,3,1,(null),1,1
XtremXpert,3,(null),(null),(null),3
alesisjoan,3,1,1,1,(null)
baf-adhoc,3,(null),(null),(null),3
flachicasidoo,3,(null),(null),1,2
guillermo2005200,3,1,1,(null),1
hugho-ad,3,(null),(null),(null),3
jorge-luis-dev,3,(null),1,1,1
jusle,3,1,(null),1,1
oscars8a,3,1,(null),1,1
paseka10jaroslav-coder,3,(null),(null),(null),3
polchampion,3,(null),(null),1,2
rlizana,3,1,(null),1,1
sebinthomasst,3,(null),(null),(null),3
simoneversienti,3,(null),(null),(null),3
thomashaunschmid86,3,(null),(null),(null),3
rpsjr,2,6,(null),(null),(null)
IsabelAForgeFlow,2,6,(null),(null),(null)
desagia,2,4,(null),(null),(null)
much-filipe-colaco,2,(null),(null),6,(null)
aneavanzosc,2,2,(null),1,(null)
enigmista91,2,2,(null),1,(null)
kittiu,2,(null),(null),4,(null)
leNeo,2,3,(null),(null),(null)
natuan9,2,3,(null),(null),(null)
parvezqureshi,2,(null),(null),4,(null)
thomich,2,(null),(null),5,(null)
EndikaPM,2,3,(null),(null),(null)
JohanEndare,2,1,1,(null),(null)
JonathanOsAlc,2,2,(null),1,(null)
Thinh240900,2,3,(null),(null),(null)
ap-wtioit,2,(null),1,(null),1
ayushin,2,(null),(null),4,(null)
chmuche,2,2,(null),1,(null)
cosmii02,2,1,(null),2,(null)
cparadis-impressfoods,2,1,(null),2,(null)
dbruehlmeier,2,4,(null),(null),(null)
emiliesoutiras,2,1,(null),2,(null)
fd-oerp,2,(null),(null),2,1
gabrielcardoso21,2,1,(null),2,(null)
jdebetaz,2,1,(null),2,(null)
joshuajan,2,2,1,(null),(null)
lorenzoallegrucci,2,(null),(null),4,(null)
AlbertCabedo,2,(null),(null),3,(null)
Alexis-SDK,2,(null),(null),2,1
AquaMCU,2,(null),(null),3,(null)
Jord38,2,1,(null),1,(null)
JustineBlanchet,2,3,(null),(null),(null)
Lukwos,2,(null),(null),2,1
MVillaescusaM,2,(null),1,2,(null)
Wodran14,2,1,1,(null),(null)
aaladro-kernet,2,1,1,(null),(null)
abdounasser202,2,(null),(null),2,1
adrian-dks,2,1,1,(null),(null)
alejandrotrey,2,(null),1,2,(null)
alexeirivera87,2,1,(null),1,(null)
andres-pcg,2,(null),(null),3,(null)
bjouini-acsone,2,(null),2,(null),(null)
claudio-mano,2,(null),(null),2,1
emadshaaban92,2,(null),1,(null),1
geomer198,2,(null),(null),2,1
jarmokortetjarvi,2,2,(null),1,(null)
jasalt,2,(null),(null),3,(null)
jcadhoc,2,2,(null),(null),1
kbentaleb,2,3,(null),(null),(null)
kimirondon,2,3,(null),(null),(null)
manyanic,2,(null),(null),2,1
niboo-ave,2,(null),(null),2,1
percevaq,2,(null),(null),3,(null)
pre-commit-ci[bot],2,1,1,(null),(null)
rf-ife,2,(null),(null),2,1
smaddlsoft,2,(null),(null),3,(null)
sudhir-erpharbor,2,1,1,(null),(null)
tgaona-sbg,2,1,(null),2,(null)
uolaizola,2,2,(null),(null),1
victor-champonnois,2,2,1,(null),(null)
AReitenauer,2,(null),(null),1,1
AlexanderMurre,2,1,1,(null),(null)
CarmenMiranda,2,(null),(null),(null),2
CorentinVermeulen,2,(null),(null),1,1
Dranyel-Bosd,2,(null),(null),(null),2
Drsmartinkus,2,1,(null),1,(null)
F4LC0NN,2,1,(null),(null),1
IoanaComaniciu00,2,1,1,(null),(null)
JayVora-SerpentCS,2,(null),(null),1,1
Jortolsa-S73,2,(null),(null),(null),2
JulioFabio,2,(null),1,(null),1
Larsq1,2,(null),(null),1,1
Liam-Callista,2,1,1,(null),(null)
LorenzoC0,2,1,1,(null),(null)
Marco-ooops,2,(null),(null),(null),2
Nantikan23,2,(null),(null),1,1
QuatschSalat,2,1,1,(null),(null)
Rad0van,2,1,(null),1,(null)
Sanami0329,2,(null),(null),(null),2
Shivam-2512,2,1,(null),1,(null)
SimaElisabeta,2,1,1,(null),(null)
SiscoIngeos,2,1,(null),1,(null)
SodexisTeam,2,(null),2,(null),(null)
ThomasBinsfeld,2,(null),1,1,(null)
a0c,2,1,(null),1,(null)
amosdisabatino,2,(null),(null),(null),2
apami0111,2,(null),2,(null),(null)
atchuthan,2,(null),(null),(null),2
benwillig,2,(null),1,(null),1
bobslee,2,(null),(null),1,1
bofiltd,2,(null),(null),(null),2
cormaza,2,1,(null),(null),1
davidwul,2,1,(null),1,(null)
denaux,2,1,1,(null),(null)
depaolim,2,(null),(null),(null),2
dg-sabine,2,(null),(null),1,1
dustinpinkman,2,1,(null),1,(null)
erickggo,2,1,(null),1,(null)
fanchlegal,2,(null),(null),(null),2
ffiedl,2,1,(null),1,(null)
hannes386,2,(null),(null),(null),2
hugosantosred,2,(null),(null),1,1
imanie383,2,(null),(null),1,1
is-ife,2,(null),(null),(null),2
it-fact4lifetimesupport,2,(null),(null),(null),2
jbernausVunkers,2,(null),2,(null),(null)
jgrandguillaume,2,(null),(null),(null),2
k0dev,2,1,1,(null),(null)
leonobitech,2,1,(null),1,(null)
liebana,2,1,(null),(null),1
mamimumemo1202,2,(null),(null),(null),2
ng-ife,2,(null),(null),(null),2
nibraun,2,(null),(null),(null),2
osasix,2,1,1,(null),(null)
paulius-sladkevicius,2,(null),(null),(null),2
remitoudic,2,1,(null),1,(null)
rodmad85,2,1,(null),1,(null)
rossigee,2,1,1,(null),(null)
satiowadahc,2,1,(null),1,(null)
serl,2,1,1,(null),(null)
stananatanaela,2,1,1,(null),(null)
sudosystem-git,2,1,(null),1,(null)
t-saeed,2,(null),(null),(null),2
tao-thewarat,2,(null),(null),(null),2
xAdrianCif,2,(null),(null),1,1
yessser,2,1,1,(null),(null)
ygol,2,(null),1,(null),1
zolfariot,2,1,(null),1,(null)
trisdoan,1,(null),(null),1,(null)
DantePereyra,1,(null),1,(null),(null)
Tiago370,1,(null),1,(null),(null)
augusto-weiss,1,1,(null),(null),(null)
inluck,1,2,(null),(null),(null)
AndreMarcos,1,(null),(null),(null),1
OscarIndias,1,2,(null),(null),(null)
PicchiSeba,1,(null),1,(null),(null)
TomVermeerenDynapps,1,2,(null),(null),(null)
aaronNgu,1,2,(null),(null),(null)
apik-mgu,1,1,(null),(null),(null)
fvkugit,1,2,(null),(null),(null)
idealisconsultingbe,1,2,(null),(null),(null)
javierobesonetkia,1,2,(null),(null),(null)
juppe,1,(null),(null),2,(null)
noah-lemarinel,1,2,(null),(null),(null)
sprintitviki,1,2,(null),(null),(null)
sybdeb,1,(null),(null),2,(null)
ChanGuaZzz,1,2,(null),(null),(null)
ChristianTessera,1,2,(null),(null),(null)
ErwanbretonMangono,1,1,(null),(null),(null)
FherStk,1,(null),(null),1,(null)
Fran-Exposito-L,1,(null),(null),2,(null)
JonasHeymans,1,1,(null),(null),(null)
LUNEXTLABS-Tobi,1,2,(null),(null),(null)
Lionel-cl,1,(null),(null),2,(null)
LoayMoh99,1,1,(null),(null),(null)
MateuGForgeFlow,1,(null),(null),(null),1
MrArancio,1,1,(null),(null),(null)
O-Mutt,1,(null),(null),2,(null)
Odoodev2,1,2,(null),(null),(null)
OdyX,1,(null),(null),2,(null)
TelmoSuarez,1,(null),(null),2,(null)
Vrutik-0,1,1,(null),(null),(null)
adejongscalizer,1,1,(null),(null),(null)
amkarthik,1,1,(null),(null),(null)
anothingguy,1,(null),(null),(null),1
antelo,1,(null),(null),2,(null)
aptaluke,1,1,(null),(null),(null)
baimont,1,(null),(null),1,(null)
bo-eska,1,(null),(null),1,(null)
dalonsofl,1,(null),1,(null),(null)
danielkauffman,1,(null),(null),2,(null)
dennis-worklocker,1,1,(null),(null),(null)
dochse,1,1,(null),(null),(null)
ernestorosas499-del,1,2,(null),(null),(null)
eticco,1,(null),(null),2,(null)
fsmw,1,2,(null),(null),(null)
gabe-grinspan,1,(null),(null),1,(null)
gbtechnology,1,(null),(null),1,(null)
georgiedekker,1,(null),(null),1,(null)
houdaBENTALEB,1,1,(null),(null),(null)
hudson940,1,1,(null),(null),(null)
idris-domatix,1,1,(null),(null),(null)
ilmir-k,1,(null),(null),2,(null)
jaredkipe,1,(null),(null),1,(null)
jcdrubay,1,(null),(null),2,(null)
jesanmor,1,(null),(null),2,(null)
john-herholz-dt,1,(null),(null),1,(null)
khaihoan123,1,(null),(null),2,(null)
kluna1998,1,(null),1,(null),(null)
larmar,1,1,(null),(null),(null)
lembregtse,1,(null),1,(null),(null)
lianetpineda,1,1,(null),(null),(null)
lubusax,1,1,(null),(null),(null)
manana2520,1,2,(null),(null),(null)
michi-blicki,1,1,(null),(null),(null)
mitul-tsd,1,2,(null),(null),(null)
mktsrl,1,(null),(null),2,(null)
mmrondon,1,2,(null),(null),(null)
oadiazp,1,1,(null),(null),(null)
ofonseca-pyming,1,(null),(null),(null),1
oujbih,1,2,(null),(null),(null)
paula-fernandez-sanchez03,1,1,(null),(null),(null)
pniederlag,1,(null),(null),1,(null)
ps-tubtim,1,(null),(null),1,(null)
ralf-mens,1,1,(null),(null),(null)
raulovallet,1,(null),(null),2,(null)
rickard-w,1,(null),(null),2,(null)
rogerdk,1,(null),(null),2,(null)
strarsis,1,(null),(null),1,(null)
visionsrlsolution,1,(null),(null),2,(null)
zingbizzteam,1,1,(null),(null),(null)
360groupes,1,1,(null),(null),(null)
ALeon-PlanetaTIC,1,1,(null),(null),(null)
ALopez-Adhoc,1,1,(null),(null),(null)
AlSacco,1,(null),(null),(null),1
AlbertoNieto44,1,1,(null),(null),(null)
AngelMoyaOdoo,1,1,(null),(null),(null)
AntoniRomera,1,(null),(null),(null),1
BT-jmichaud,1,(null),(null),1,(null)
BT-ojossen,1,(null),(null),(null),1
BT-sschmid,1,(null),(null),1,(null)
BT-tpiric,1,(null),(null),(null),1
BurkhalterY,1,1,(null),(null),(null)
COUR4G3,1,1,(null),(null),(null)
CariacouP,1,(null),(null),1,(null)
CesarSant2000,1,1,(null),(null),(null)
ChrisOForgeFlow,1,(null),1,(null),(null)
ChristianSantamaria,1,(null),(null),(null),1
Danimarqz,1,(null),(null),(null),1
Darumait,1,(null),(null),1,(null)
DemchukM,1,(null),1,(null),(null)
EORIS-SUPPORT,1,(null),(null),(null),1
Easyway-IT,1,(null),(null),(null),1
Electric-impala,1,1,(null),(null),(null)
FlJesusLorenzo,1,(null),(null),1,(null)
GPihera,1,(null),(null),(null),1
