User,CI,CPRs,MPRs,Cts,Reviews
sbiosca-s73,2,(null),(null),2,1
siddolo,2,2,(null),1,(null)
syci,2,3,(null),(null),(null)
takahii03,2,1,(null),2,(null)
ypapouin,2,(null),(null),3,(null)
AReitenauer,2,(null),(null),1,1
CarmenMiranda,2,(null),(null),(null),2
Daniel15,2,1,1,(null),(null)
F4LC0NN,2,1,(null),(null),1
FrancoMaxime,2,(null),(null),(null),2
Hugo-Trentesaux,2,1,(null),(null),1
JuanjoA,2,(null),(null),1,1
Larsq1,2,(null),(null),1,1
MVillaescusaM,2,(null),1,1,(null)
Neitherkx,2,(null),(null),(null),2
Raul-S73,2,(null),(null),1,1
Segui-S73,2,(null),(null),(null),2
SimaElisabeta,2,1,1,(null),(null)
a0c,2,1,(null),1,(null)
ap-wtioit,2,(null),1,(null),1
dalonsod,2,(null),(null),(null),2
dependabot[bot],2,1,1,(null),(null)
douglascstd,2,(null),(null),(null),2
eantones,2,(null),(null),(null),2
farhatzafar,2,(null),(null),(null),2
flachicasidoo,2,(null),(null),1,1
henrybackman,2,(null),(null),(null),2
imanie383,2,(null),(null),1,1
ioans73,2,(null),(null),(null),2
is-ife,2,(null),(null),(null),2
isaako34,2,(null),2,(null),(null)
k0dev,2,1,1,(null),(null)
liebana,2,1,(null),(null),1
maciej-wichowski,2,(null),1,1,(null)
mamimumemo1202,2,(null),(null),(null),2
marcelofrare,2,(null),(null),(null),2
mkoeck,2,(null),1,1,(null)
nico-foodles,2,(null),(null),(null),2
np-oerp,2,(null),(null),1,1
rlizana,2,(null),(null),1,1
rossigee,2,1,1,(null),(null)
serl,2,1,1,(null),(null)
sudhir-erpharbor,2,1,1,(null),(null)
theangryangel,2,(null),(null),(null),2
victor-champonnois,2,1,1,(null),(null)
vuwnevska,2,(null),(null),(null),2
yanchirino,2,1,(null),1,(null)
yaracchi,2,(null),1,1,(null)
trisdoan,1,(null),(null),1,(null)
Pani-k-folk,1,(null),(null),(null),1
dnplkndll,1,1,(null),(null),(null)
Mohajiro,1,2,(null),(null),(null)
remytms,1,(null),(null),1,(null)
AlbertCabedo,1,(null),(null),2,(null)
AnmollGarg,1,2,(null),(null),(null)
CILC98,1,1,(null),(null),(null)
ChristianTessera,1,2,(null),(null),(null)
DantePereyra,1,(null),1,(null),(null)
DiegoParadeda,1,2,(null),(null),(null)
EdnilsonMonteiro,1,(null),(null),2,(null)
JohanEndare,1,(null),1,(null),(null)
JonasHeymans,1,1,(null),(null),(null)
LUNEXTLABS-Tobi,1,2,(null),(null),(null)
MarwanBHL,1,2,(null),(null),(null)
MaxyMoos,1,(null),(null),1,(null)
Odoodev2,1,2,(null),(null),(null)
OscarIndias,1,2,(null),(null),(null)
TB-Ph35,1,(null),1,(null),(null)
TumbaoJu,1,(null),(null),1,(null)
antelo,1,(null),(null),2,(null)
astirpe,1,(null),(null),1,(null)
david-s73,1,(null),1,(null),(null)
fcayre,1,(null),(null),(null),1
houdaBENTALEB,1,1,(null),(null),(null)
ilmir-k,1,(null),(null),2,(null)
jaredkipe,1,(null),(null),1,(null)
jelenapoblet,1,(null),(null),2,(null)
joshuajan,1,1,(null),(null),(null)
kimirondon,1,2,(null),(null),(null)
kirca,1,(null),(null),2,(null)
ljmnoonan,1,(null),(null),2,(null)
michi-blicki,1,1,(null),(null),(null)
noah-lemarinel,1,2,(null),(null),(null)
ralf-mens,1,1,(null),(null),(null)
raulovallet,1,(null),(null),2,(null)
zamberjo,1,(null),(null),1,(null)
AdrianaSaiz,1,(null),(null),(null),1
AlSacco,1,(null),(null),(null),1
Aldeigja,1,(null),(null),(null),1
Andrii9090,1,(null),1,(null),(null)
AngelMoyaOdoo,1,1,(null),(null),(null)
AxelPrel,1,1,(null),(null),(null)
BT-ojossen,1,(null),(null),(null),1
BT-sschmid,1,(null),(null),1,(null)
ChanGuaZzz,1,1,(null),(null),(null)
ChristianSantamaria,1,(null),(null),(null),1
CorentinVermeulen,1,(null),(null),(null),1
DorianMAG,1,(null),(null),(null),1
Dranyel-Bosd,1,(null),(null),(null),1
Drsmartinkus,1,1,(null),(null),(null)
Electric-impala,1,1,(null),(null),(null)
GPihera,1,(null),(null),(null),1
GarazdCreation,1,(null),(null),1,(null)
Ghazall02,1,1,(null),(null),(null)
HaithamSaqr,1,1,(null),(null),(null)
HugOdoo,1,(null),(null),1,(null)
JJRR5,1,(null),1,(null),(null)
JhonRomero26,1,(null),(null),1,(null)
JonathanOsAlc,1,(null),(null),1,(null)
Jord38,1,1,(null),(null),(null)
Jortolsa-S73,1,(null),(null),(null),1
JulioFabio,1,(null),(null),(null),1
JustineBlanchet,1,1,(null),(null),(null)
Katulos,1,(null),1,(null),(null)
Killance,1,1,(null),(null),(null)
KirolosMFahem,1,(null),(null),(null),1
LoayMoh99,1,1,(null),(null),(null)
LucasTran380381,1,(null),1,(null),(null)
MateuGForgeFlow,1,(null),(null),(null),1
Miguel-Granda1121,1,(null),1,(null),(null)
Murtaza-OSI,1,(null),(null),(null),1
O-Mutt,1,(null),(null),1,(null)
P4R,1,(null),(null),(null),1
PabloMartFL,1,(null),(null),(null),1
PieterPaulussen,1,1,(null),(null),(null)
Robrechtc,1,(null),(null),1,(null)
SiscoIngeos,1,1,(null),(null),(null)
SodexisTeam,1,(null),1,(null),(null)
StuartJMackintosh,1,(null),(null),1,(null)
Tatider,1,(null),(null),1,(null)
abdounasser202,1,(null),(null),(null),1
ahmed-aly-aut,1,(null),(null),1,(null)
alexandregaldeano,1,(null),(null),(null),1
andreschenkels,1,(null),(null),1,(null)
angelmoya,1,1,(null),(null),(null)
anothingguy,1,(null),(null),(null),1
apik-mgu,1,1,(null),(null),(null)
atchuthan,1,(null),(null),(null),1
baimont,1,(null),(null),1,(null)
benbrich,1,(null),(null),1,(null)
callista-odoo-sh-external,1,(null),(null),(null),1
ced-adhoc,1,(null),1,(null),(null)
clementmbr,1,1,(null),(null),(null)
cormaza,1,1,(null),(null),(null)
dalonsofl,1,(null),1,(null),(null)
desarrollo2-apm,1,(null),(null),(null),1
devRaumschmiede,1,1,(null),(null),(null)
dhx,1,(null),(null),1,(null)
fcvalgar,1,(null),(null),(null),1
feg-adhoc,1,1,(null),(null),(null)
fgarcia-humanoide,1,(null),(null),1,(null)
flachica,1,(null),(null),(null),1
fsmw,1,1,(null),(null),(null)
gabe-grinspan,1,(null),(null),1,(null)
gediminasvenc,1,1,(null),(null),(null)
geomer198,1,(null),(null),1,(null)
giovannigd,1,(null),(null),(null),1
hitesh-erpharbor,1,1,(null),(null),(null)
hugho-ad,1,(null),(null),(null),1
imbarbudiman,1,(null),1,(null),(null)
inafarrate-busman,1,(null),(null),(null),1
infonetconnections,1,(null),(null),(null),1
ivilata,1,(null),(null),1,(null)
janikvonrotz,1,(null),(null),1,(null)
jappi00,1,(null),(null),(null),1
javierizaca,1,(null),(null),(null),1
javierjcf,1,(null),1,(null),(null)
jcdrubay,1,(null),(null),1,(null)
jdma-eledia,1,1,(null),(null),(null)
jojicnikola,1,(null),(null),(null),1
jorge-luis-dev,1,(null),(null),1,(null)
jota2rz,1,1,(null),(null),(null)
juppe,1,(null),(null),1,(null)
kevinkhao,1,(null),1,(null),(null)
landlogicit,1,(null),(null),1,(null)
lk-eska,1,(null),(null),1,(null)
lorenzoallegrucci,1,(null),(null),1,(null)
maisim,1,(null),1,(null),(null)
mamcode,1,1,(null),(null),(null)
max3903,1,(null),(null),1,(null)
mcodes-o,1,(null),(null),1,(null)
mmrondon,1,1,(null),(null),(null)
mohamedhagag,1,1,(null),(null),(null)
mourad-ehm,1,(null),1,(null),(null)
mpurnell1,1,(null),(null),(null),1
neo-oien,1,(null),(null),1,(null)
ng-ife,1,(null),(null),(null),1
nicolascol,1,(null),(null),(null),1
nicomacr,1,(null),1,(null),(null)
nikul-serpentcs,1,(null),(null),1,(null)
nkirui,1,1,(null),(null),(null)
norlinhenrik,1,(null),1,(null),(null)
nurefexc,1,1,(null),(null),(null)
odoo-sh,1,(null),(null),(null),1
okuryan,1,(null),(null),(null),1
osasix,1,(null),1,(null),(null)
oscars8a,1,1,(null),(null),(null)
paulius-sladkevicius,1,(null),(null),(null),1
pcastelovigo,1,(null),(null),1,(null)
phuctranfxvn,1,(null),(null),1,(null)
pierre-halleux,1,(null),(null),1,(null)
quentinDupont,1,(null),1,(null),(null)
randall-vx,1,(null),(null),1,(null)
rdualsam,1,1,(null),(null),(null)
rfindling-gpc,1,1,(null),(null),(null)
riccardoFus,1,(null),(null),(null),1
robperezit,1,(null),(null),1,(null)
rolandojduartem,1,(null),(null),1,(null)
rov-adhoc,1,(null),(null),(null),1
sabrinaRMartin,1,(null),1,(null),(null)
sebinthomasst,1,(null),(null),(null),1
sefirosweb,1,(null),(null),1,(null)
sersanchus,1,(null),(null),1,(null)
sharithoatzi,1,(null),(null),1,(null)
simon3101,1,(null),(null),1,(null)
smaddlsoft,1,(null),(null),1,(null)
sudosystem-git,1,(null),(null),1,(null)
tao-thewarat,1,(null),(null),(null),1
thomich,1,(null),(null),1,(null)
torojur25,1,(null),1,(null),(null)
twendt-nc,1,(null),(null),(null),1
uolaizola,1,1,(null),(null),(null)
vib-adhoc,1,(null),1,(null),(null)
xAdrianCif,1,(null),(null),(null),1
xavier-bouquiaux,1,(null),(null),1,(null)
yannoliv,1,(null),(null),(null),1
ygol,1,(null),(null),(null),1
yp-oerp,1,(null),(null),(null),1
yweng8111,1,(null),(null),(null),1
zolfariot,1,(null),(null),1,(null)
zuher83,1,(null),(null),1,(null)
xaviedoanhduy,0,(null),(null),(null),(null)
PolComas,0,(null),(null),(null),(null)
mathieudelva,0,(null),(null),(null),(null)
Koudja,0,(null),(null),(null),(null)
Qlasta,0,(null),(null),(null),(null)
DealTechSrl,0,(null),(null),(null),(null)
Vandan-Pandeji-SerpentCS,0,(null),(null),(null),(null)
antoniodavid,0,(null),(null),(null),(null)
natuan9,0,(null),(null),(null),(null)
9184Lucky,0,(null),(null),(null),(null)
Auneor,0,(null),(null),(null),(null)
Chionne27,0,(null),(null),(null),(null)
MS-OSI,0,(null),(null),(null),(null)
SylweKra,0,(null),(null),(null),(null)
Thotsapol-A,0,(null),(null),(null),(null)
Tiago370,0,(null),(null),(null),(null)
Urvisha-OSI,0,(null),(null),(null),(null)
antonyht27,0,(null),(null),(null),(null)
azzougouagh,0,(null),(null),(null),(null)
bjouini-acsone,0,(null),(null),(null),(null)
blueuc,0,(null),(null),(null),(null)
bo-eska,0,(null),(null),(null),(null)
ccarrenoc,0,(null),(null),(null),(null)
clementelabore,0,(null),(null),(null),(null)
crrodrigueztrujillo,0,(null),(null),(null),(null)
dferest,0,(null),(null),(null),(null)
dochse,0,(null),(null),(null),(null)
emiliesoutiras,0,(null),(null),(null),(null)
fabian-digital,0,(null),(null),(null),(null)
jaydeep32,0,(null),(null),(null),(null)
kittiu,0,(null),(null),(null),(null)
kwoychesko,0,(null),(null),(null),(null)
linuxivan,0,(null),(null),(null),(null)
moctarjallo,0,(null),(null),(null),(null)
nimarosa,0,(null),(null),(null),(null)
patrickrwilson,0,(null),(null),(null),(null)
pfranck,0,(null),(null),(null),(null)
pniederlag,0,(null),(null),(null),(null)
ps-tubtim,0,(null),(null),(null),(null)
rosenvladimirov,0,(null),(null),(null),(null)
tirth-osi,0,(null),(null),(null),(null)
tm-smile,0,(null),(null),(null),(null)
